X	Y
172.7240525	-41.42365894
172.9363399	-41.43800746
172.7686515	-41.07981948
172.802072	-41.054881
172.880548	-40.841032
172.789195	-40.8548415
172.807735	-40.842206
174.0699086	-41.194856
173.608233	-41.895693
173.519756	-41.54847329
173.9215855	-41.95129551
173.9456017	-41.95881853
174.015601	-41.97600402
173.7143019	-41.84661007
173.8093893	-41.28951632
173.7499555	-41.6341505
173.7484759	-41.51729404
173.85939	-41.499316
173.971144	-41.58376751
173.995969	-41.737852
174.144843	-41.8206035
174.1781416	-41.83808897
174.1081715	-41.715763
174.2659756	-41.73718745
173.1954825	-41.3566045
173.185002	-41.328256
173.261491	-41.342004
173.0357545	-41.26177
173.0503216	-41.25658797
173.3162305	-41.271561
173.5785585	-41.281507
173.6381295	-41.185971
172.9697075	-41.0936065
173.719827	-41.4986005
173.737075	-41.3225645
173.972762	-41.33773757
173.8923255	-41.42594855
173.9884624	-41.35261237
172.8245535	-41.0298265
173.899247	-41.23518102
173.9542466	-41.17922356
174.0876268	-41.2764165
174.153165	-41.2839715
174.1792755	-41.30362398
174.0912955	-41.1880675
174.18213	-41.16668353
174.1216878	-41.2734745
174.271697	-41.25534945
174.2751685	-41.21154395
174.3059	-41.19039667
173.7360935	-41.0334625
173.996778	-41.1308336
173.917295	-41.1275605
173.8151521	-40.9121404
173.9462685	-40.74980057
174.0911185	-41.03715302
174.046894	-41.14353441
174.1324585	-41.14848446
174.1861115	-41.104301
174.208237	-39.50257448
175.0808125	-39.9323275
174.0642785	-40.9945175
174.1553155	-41.037619
172.3408765	-40.7234045
172.688025	-40.7397025
172.6539054	-40.58067049
174.7137705	-41.2804145
174.753428	-41.2779445
174.7557955	-41.207056
174.7977115	-41.20491692
174.7972985	-41.20483992
174.8573105	-41.17905595
174.93045	-41.1743855
174.8909255	-41.13735346
174.90425	-41.13476755
174.910175	-41.08849454
175.043419	-40.90206045
175.0437905	-40.90227796
174.98622	-40.957692
175.4191645	-41.164752
175.727989	-40.98079203
175.2627546	-40.00346507
175.8732485	-41.251803
176.1193975	-40.97334049
176.1161845	-40.8599305
175.33027	-40.5705175
175.6149015	-40.74885649
175.7029535	-40.6289305
175.488261	-40.515169
175.4624215	-40.555221
175.324778	-40.103872
175.548668	-40.43939894
175.5488135	-40.43982694
175.4676015	-40.403326
175.7418354	-39.65393198
175.674122	-40.37367803
175.6038615	-40.2625155
175.612008	-40.2564085
174.5626459	-39.58674365
174.6934995	-39.6712755
174.491033	-39.50144951
174.961042	-39.7209245
175.0176655	-39.689645
174.942349	-39.54297
175.038953	-39.5352485
174.9492485	-39.513168
176.2814585	-40.1926735
175.0912745	-39.91554551
175.0995775	-39.895045
175.4995489	-40.01620788
175.7747365	-39.938466
175.5809	-39.76391153
175.6795425	-39.905385
175.7529645	-39.82215744
175.643682	-39.754424
175.0842405	-39.548764
175.06651	-39.4980605
176.2347645	-40.51440948
176.3506336	-40.49150934
175.8046005	-40.430652
175.7812991	-40.34408621
175.8743235	-40.303131
174.0008175	-35.326675
176.104941	-40.445411
175.906263	-40.2659155
175.7632484	-40.15327113
176.0705815	-40.209945
176.286745	-40.36514491
174.9452785	-37.7215605
176.18019	-40.4233325
176.2311035	-40.41767155
176.387509	-40.37561695
176.1643616	-40.23262006
174.0918645	-41.68632007
176.505118	-40.4120545
176.56292	-40.289665
176.614281	-40.355849
176.580159	-40.2382835
175.840087	-39.9043255
176.4515404	-39.915405
176.0665245	-39.4932675
176.09381	-39.45202747
176.050618	-39.47981551
176.4115756	-39.66843977
176.4155375	-39.6458511
176.5242075	-40.03725301
176.5349255	-39.9780645
176.5347155	-39.9783275
176.595065	-39.9611395
176.526224	-39.932904
176.653472	-40.090858
176.7117915	-40.0011225
176.6746921	-39.96979256
176.487877	-39.901112
176.4969615	-39.8830255
176.687234	-39.894826
176.5366796	-39.62887304
176.8000265	-39.57284048
176.7932404	-39.57100756
176.4950659	-39.43095405
175.606873	-38.89959201
176.847947	-39.5554375
176.889658	-39.73127818
174.3492995	-39.32022501
174.2144505	-39.0444405
174.2276075	-36.09203252
173.364086	-35.324963
174.00262	-35.73688901
174.2147815	-35.73573851
174.361873	-35.72381298
174.3294745	-35.86797958
174.2299949	-35.75925552
174.2719085	-35.749427
174.2817647	-35.75107448
173.8261575	-35.3675285
173.8514795	-35.4574185
173.895174	-35.4906935
173.957782	-35.46508561
174.074726	-35.3623065
174.0236335	-35.34281949
174.0362405	-35.30456904
174.042331	-35.2965285
173.320777	-35.124607
173.4149215	-35.1317985
174.0704945	-41.6673215
173.462003	-35.1578385
174.6609915	-39.28719599
174.371894	-39.18850148
174.771748	-39.01364176
175.029231	-38.965765
175.032585	-39.01210348
175.023424	-38.947276
174.9049997	-38.83791399
175.0229505	-38.867629
174.977426	-38.84744532
174.921344	-38.80599346
175.2923135	-39.22270992
175.0937235	-39.031564
175.2251439	-39.10252157
175.420185	-39.170096
175.4184795	-39.1689055
175.506897	-39.175311
175.206975	-38.9265605
175.0799765	-38.908024
175.137658	-38.99369801
175.0947695	-38.9442965
175.2593485	-38.89200445
175.266868	-38.88879
175.321369	-38.8662395
175.418557	-38.89066249
175.63682	-39.01554801
175.2383455	-38.8407935
175.1270405	-38.767905
175.1240235	-38.765957
175.19397	-38.79627445
175.3709435	-38.77008753
175.1529325	-38.7093245
175.115682	-38.700734
175.376331	-38.817432
175.266141	-38.7285468
175.2727286	-38.70123798
175.738377	-38.94429592
175.599844	-39.03534204
175.6659005	-38.8806485
175.6673165	-38.880923
175.431576	-38.77140444
175.677579	-38.8579605
175.6941794	-38.85222994
175.7127185	-38.84201384
175.7410365	-38.82511498
174.67945	-38.6868255
174.6654175	-38.44046988
174.8531355	-38.53342844
174.8224645	-38.595172
174.8585175	-38.57516697
174.8944845	-38.61376901
174.9232725	-38.5118165
174.9817285	-38.54586253
174.8528275	-38.47882995
175.005451	-38.50983056
